time,switch_id,src_ip,dst_ip,proto,in_port,pkt_rate,byte_rate,avg_pkt_size,duration,pair_flow,port_src_count,label
632.02,1,10.0.0.3,10.0.0.100,6,2,48.44,8999.06,185.8,18.28,0,2,0
567.17,1,10.0.0.2,10.0.0.100,17,1,79.27,44387.03,560.0,29.26,1,17,0
479.97,2,10.0.0.1,10.0.0.100,17,3,52.22,7634.89,146.2,26.37,1,1,0
739.98,3,192.168.13.133,10.0.0.100,6,4,674.94,40463.04,60.0,1.83,0,263,1
363.67,2,10.0.0.1,10.0.0.100,17,3,57.82,75152.11,1299.7,21.37,1,2,0
729.74,1,192.168.87.85,10.0.0.100,6,4,1668.13,175066.92,104.9,3.37,0,47,1
30.84,3,10.0.0.1,10.0.0.100,17,1,25.71,36120.42,1405.1,18.42,1,9,0
534.28,2,10.0.0.1,10.0.0.100,17,3,369.06,365589.07,990.6,7.58,1,3,0
415.65,2,10.0.0.3,10.0.0.100,6,3,106.77,62559.58,585.9,2.2,1,2,0
181.2,3,10.0.0.1,10.0.0.100,17,3,397.2,231642.72,583.2,16.39,1,1,0
757.46,3,192.168.114.194,10.0.0.100,6,4,1551.33,163529.67,105.4,5.06,0,313,1
543.65,3,10.0.0.2,10.0.0.100,17,3,33.78,4794.61,142.0,1.5,1,2,0
677.91,3,172.16.190.210,10.0.0.100,17,5,2781.72,1215192.22,436.8,7.59,0,174,1
146.66,3,10.0.0.3,10.0.0.100,17,2,16.82,1493.92,88.8,3.14,1,1,0
540.84,2,10.0.0.1,10.0.0.100,6,2,59.92,79043.62,1319.2,15.04,1,3,0
657.78,3,10.0.0.1,10.0.0.100,17,3,97.76,61196.93,626.0,21.85,1,2,0
757.1,1,192.168.206.129,10.0.0.100,6,5,217.73,25271.11,116.1,1.02,0,433,1
681.7,3,172.16.12.96,10.0.0.100,17,4,563.59,250905.4,445.2,1.59,0,280,1
754.11,1,192.168.224.21,10.0.0.100,6,5,342.22,31435.38,91.9,4.91,0,272,1
528.78,3,10.0.0.1,10.0.0.100,6,2,55.12,52676.58,955.6,1.94,1,2,0
446.97,2,10.0.0.1,10.0.0.100,17,2,42.59,2694.01,63.3,5.88,1,1,0
422.51,1,10.0.0.3,10.0.0.100,6,3,46.82,10994.06,234.8,11.41,1,1,0
475.28,2,10.0.0.2,10.0.0.100,6,2,98.3,65990.52,671.3,24.44,1,1,0
732.09,1,192.168.233.141,10.0.0.100,6,5,2041.64,175296.13,85.9,0.25,0,372,1
754.41,2,192.168.107.35,10.0.0.100,6,5,308.68,30284.51,98.1,2.58,0,428,1
722.93,2,192.168.201.209,10.0.0.100,6,4,2339.76,327529.11,140.0,2.97,0,3,1
750.82,1,192.168.21.82,10.0.0.100,6,4,504.54,32309.61,64.0,4.27,0,1,1
457.71,2,10.0.0.1,10.0.0.100,6,1,55.89,13769.36,246.4,3.89,1,5,0
277.62,2,10.0.0.3,10.0.0.100,6,2,88.64,67407.0,760.4,27.0,1,1,0
94.92,2,10.0.0.2,10.0.0.100,6,2,53.91,29481.01,546.8,3.01,1,1,0
278.29,2,10.0.0.3,10.0.0.100,6,2,15.29,3717.72,243.2,9.69,1,1,0
734.46,2,192.168.22.36,10.0.0.100,6,5,252.13,16212.5,64.3,1.69,0,213,1
747.23,1,192.168.108.195,10.0.0.100,6,5,1768.05,109566.61,62.0,4.09,0,1,1
622.5,3,10.0.0.2,10.0.0.100,17,3,64.95,75162.55,1157.2,3.52,1,1,0
407.58,3,10.0.0.2,10.0.0.100,6,2,103.47,75905.04,733.6,27.47,1,1,0
510.81,3,10.0.0.3,10.0.0.100,17,2,2.65,314.67,118.7,27.64,1,3,0
711.14,2,172.16.75.52,10.0.0.100,17,4,2987.8,445256.74,149.0,0.75,0,222,1
719.23,3,172.16.83.206,10.0.0.100,17,5,2326.64,793503.67,341.1,3.43,0,63,1
743.02,1,192.168.50.220,10.0.0.100,6,4,1276.21,152762.14,119.7,4.31,0,115,1
742.02,3,192.168.89.162,10.0.0.100,6,4,2050.3,161618.25,78.8,4.98,0,297,1
22.39,3,10.0.0.2,10.0.0.100,17,2,34.58,8690.22,251.3,20.27,1,2,0
548.66,2,10.0.0.3,10.0.0.100,6,2,27.43,28902.14,1053.7,4.34,1,3,0
316.9,3,10.0.0.2,10.0.0.100,6,3,52.49,39352.64,749.7,25.58,1,2,0
596.97,1,10.0.0.1,10.0.0.100,6,3,20.18,23695.1,1174.3,25.05,1,2,0
537.39,3,10.0.0.2,10.0.0.100,6,1,116.85,106763.76,913.7,7.5,1,43,0
698.39,3,172.16.208.87,10.0.0.100,17,4,1540.71,787472.31,511.1,1.75,0,1,1
761.02,1,192.168.74.235,10.0.0.100,6,5,710.56,64446.34,90.7,5.17,0,1,1
633.85,2,10.0.0.2,10.0.0.100,17,3,4.96,1174.59,236.7,11.79,1,2,0
696.47,2,172.16.93.175,10.0.0.100,17,5,2563.13,469804.83,183.3,5.89,0,1,1
605.04,3,10.0.0.3,10.0.0.100,6,3,109.78,116114.22,1057.7,20.77,1,3,0
720.19,1,172.16.207.96,10.0.0.100,17,5,1070.09,392969.97,367.2,3.95,0,358,1
514.59,2,10.0.0.2,10.0.0.100,17,3,39.45,9541.95,241.9,23.56,1,1,0
433.29,1,10.0.0.3,10.0.0.100,17,3,3.8,859.34,226.3,28.01,0,1,0
730.63,2,192.168.185.56,10.0.0.100,6,5,1965.53,233527.34,118.8,5.41,0,243,1
714.17,2,172.16.161.155,10.0.0.100,17,5,2291.51,156311.06,68.2,3.53,0,1,1
204.72,3,10.0.0.1,10.0.0.100,6,2,68.98,87426.67,1267.3,1.85,1,1,0
523.25,1,10.0.0.1,10.0.0.100,6,3,53.51,12791.9,239.0,25.57,1,1,0
730.01,3,192.168.224.77,10.0.0.100,6,5,1409.38,94752.78,67.2,1.71,0,295,1
732.33,2,192.168.38.48,10.0.0.100,6,4,930.47,67486.07,72.5,5.13,1,124,1
265.65,1,10.0.0.1,10.0.0.100,6,3,10.81,6967.62,644.6,19.02,1,2,0
166.39,3,10.0.0.2,10.0.0.100,6,2,81.93,97397.85,1188.8,23.66,0,1,0
48.86,2,10.0.0.1,10.0.0.100,6,3,85.95,98460.23,1145.6,4.95,0,2,0
317.73,1,10.0.0.2,10.0.0.100,17,2,50.99,4383.09,86.0,16.04,1,1,0
41.44,1,10.0.0.1,10.0.0.100,17,3,15.58,4030.85,258.7,27.53,1,3,0
26.38,2,10.0.0.1,10.0.0.100,6,3,326.38,293246.87,898.5,18.05,0,2,0
127.17,1,10.0.0.2,10.0.0.100,6,2,31.28,4991.35,159.6,16.5,1,1,0
236.11,3,10.0.0.2,10.0.0.100,6,2,16.17,8997.64,556.4,10.61,1,2,0
711.08,3,172.16.218.52,10.0.0.100,17,5,367.77,49166.2,133.7,2.72,0,252,1
713.21,1,172.16.68.155,10.0.0.100,17,5,2838.91,1121728.2,395.1,0.46,0,260,1
740.98,3,192.168.179.45,10.0.0.100,6,4,1386.64,88960.43,64.2,0.57,0,3,1
711.67,3,172.16.216.181,10.0.0.100,17,5,414.67,43947.07,106.0,0.84,0,282,1
406.07,2,10.0.0.3,10.0.0.100,6,2,51.03,9676.05,189.6,19.27,1,2,0
212.06,2,10.0.0.2,10.0.0.100,17,2,45.25,42119.19,930.9,5.71,1,1,0
740.34,1,192.168.241.45,10.0.0.100,6,5,245.33,23479.0,95.7,0.8,0,79,1
733.3,1,192.168.222.113,10.0.0.100,6,5,841.89,105811.48,125.7,4.23,0,390,1
230.77,3,10.0.0.1,10.0.0.100,6,2,102.17,129087.39,1263.5,26.23,0,3,0
675.75,2,172.16.117.210,10.0.0.100,17,5,2435.12,350603.33,144.0,5.11,0,124,1
387.25,3,10.0.0.3,10.0.0.100,17,3,283.89,277215.9,976.5,22.66,0,3,0
191.86,2,10.0.0.2,10.0.0.100,6,3,99.75,120667.85,1209.7,18.88,1,3,0
159.19,1,10.0.0.1,10.0.0.100,6,3,80.51,102324.78,1270.9,21.63,0,2,0
284.01,2,10.0.0.1,10.0.0.100,6,3,116.71,68588.4,587.7,24.34,1,1,0
718.72,3,172.16.255.201,10.0.0.100,17,4,1418.68,659248.19,464.7,7.0,0,309,1
696.84,1,172.16.241.209,10.0.0.100,17,5,2519.78,397083.76,157.6,1.29,0,1,1
765.39,3,192.168.61.215,10.0.0.100,6,4,2361.77,233441.78,98.8,5.18,0,435,1
570.68,1,10.0.0.3,10.0.0.100,17,2,115.19,97150.47,843.4,1.45,0,3,0
674.75,1,172.16.159.248,10.0.0.100,17,4,1968.38,172454.07,87.6,1.12,0,3,1
486.19,2,10.0.0.3,10.0.0.100,6,3,26.94,5678.65,210.8,17.03,1,1,0
769.23,3,192.168.14.155,10.0.0.100,6,4,2303.96,202158.89,87.7,3.74,0,295,1
652.04,3,10.0.0.3,10.0.0.100,6,3,39.86,21141.67,530.5,12.18,1,2,0
365.46,3,10.0.0.3,10.0.0.100,6,3,46.29,52755.56,1139.6,8.51,1,3,0
28.48,3,10.0.0.2,10.0.0.100,6,3,25.14,31465.48,1251.8,8.96,1,1,0
698.37,3,172.16.94.75,10.0.0.100,17,5,339.15,134134.0,395.5,0.82,0,138,1
745.94,2,192.168.238.4,10.0.0.100,6,4,913.1,96001.91,105.1,0.22,0,202,1
484.43,2,10.0.0.3,10.0.0.100,6,3,54.53,61300.46,1124.2,18.39,1,1,0
697.52,2,172.16.218.97,10.0.0.100,17,4,1446.91,478357.51,330.6,3.74,0,298,1
606.62,2,10.0.0.2,10.0.0.100,6,2,41.3,46636.5,1129.2,22.66,1,3,0
353.37,2,10.0.0.3,10.0.0.100,6,2,44.36,7546.39,170.1,26.48,1,2,0
371.03,3,10.0.0.3,10.0.0.100,6,2,10.17,2050.03,201.6,25.88,1,1,0
513.12,2,10.0.0.3,10.0.0.100,17,3,50.31,6439.44,128.0,17.54,1,3,0
708.32,2,172.16.15.202,10.0.0.100,17,4,1741.83,137702.39,79.1,2.43,0,49,1
136.68,2,10.0.0.1,10.0.0.100,17,2,11.45,2639.0,230.5,23.5,1,3,0
531.84,2,10.0.0.2,10.0.0.100,6,3,54.14,52813.21,975.5,3.56,1,3,0
181.11,2,10.0.0.3,10.0.0.100,17,3,9.4,1170.98,124.6,23.14,1,2,0
528.92,1,10.0.0.2,10.0.0.100,17,2,2.29,274.86,120.0,25.24,1,3,0
530.45,3,10.0.0.2,10.0.0.100,6,3,76.79,106829.24,1391.3,2.41,1,1,0
725.55,2,192.168.45.243,10.0.0.100,6,5,665.34,76490.89,115.0,3.77,0,401,1
597.82,2,10.0.0.1,10.0.0.100,6,3,35.8,7175.87,200.4,29.96,1,1,0
738.81,3,192.168.138.42,10.0.0.100,6,4,1673.59,139704.22,83.5,3.76,1,388,1
136.03,2,10.0.0.1,10.0.0.100,6,3,33.36,37700.2,1130.0,29.94,1,1,0
145.23,3,10.0.0.3,10.0.0.100,6,3,26.22,6137.57,234.1,17.41,1,2,0
422.15,2,10.0.0.1,10.0.0.100,17,1,28.97,30022.35,1036.4,21.07,1,40,0
49.7,3,10.0.0.2,10.0.0.100,17,2,42.82,4952.72,115.7,23.98,1,3,0
357.07,1,10.0.0.1,10.0.0.100,17,3,9.81,920.25,93.8,26.52,1,1,0
747.37,1,192.168.212.154,10.0.0.100,6,4,1895.24,215324.04,113.6,3.58,0,446,1
479.24,3,10.0.0.2,10.0.0.100,17,1,106.11,123301.4,1162.0,21.24,1,32,0
320.38,1,10.0.0.3,10.0.0.100,6,2,81.0,114393.66,1412.3,5.68,1,2,0
12.55,2,10.0.0.3,10.0.0.100,17,2,20.3,4146.78,204.3,22.41,0,1,0
335.4,1,10.0.0.2,10.0.0.100,17,2,17.71,1344.65,75.9,15.75,0,2,0
702.69,1,172.16.236.8,10.0.0.100,17,5,2036.21,866856.12,425.7,7.49,0,1,1
547.2,2,10.0.0.1,10.0.0.100,17,1,34.21,3680.65,107.6,12.24,1,8,0
353.17,1,10.0.0.3,10.0.0.100,6,1,2.35,495.44,210.4,6.08,1,43,0
140.42,2,10.0.0.2,10.0.0.100,17,1,27.45,23032.96,839.2,24.92,0,9,0
0.89,2,10.0.0.3,10.0.0.100,6,2,38.46,4562.86,118.6,26.62,1,1,0
286.6,3,10.0.0.3,10.0.0.100,6,1,119.65,92808.15,775.7,13.96,1,42,0
660.82,2,10.0.0.3,10.0.0.100,6,2,114.68,64103.81,559.0,18.91,1,2,0
600.54,1,10.0.0.2,10.0.0.100,6,2,60.52,79679.34,1316.7,7.17,1,1,0
688.99,2,172.16.166.31,10.0.0.100,17,4,708.82,43968.78,62.0,1.24,0,234,1
628.08,2,10.0.0.1,10.0.0.100,17,2,112.47,89561.65,796.3,6.8,1,2,0
91.17,1,10.0.0.3,10.0.0.100,17,2,42.98,2918.54,67.9,16.99,1,3,0
750.49,2,192.168.197.49,10.0.0.100,6,5,246.63,13496.91,54.7,1.05,0,2,1
205.09,1,10.0.0.3,10.0.0.100,17,3,30.71,5180.98,168.7,22.19,1,1,0
289.28,3,10.0.0.3,10.0.0.100,17,1,14.0,18971.97,1355.0,6.05,1,28,0
342.02,1,10.0.0.2,10.0.0.100,17,1,12.74,1062.17,83.4,5.68,1,38,0
687.05,2,172.16.1.176,10.0.0.100,17,5,1781.17,672625.03,377.6,1.46,0,338,1
16.97,2,10.0.0.3,10.0.0.100,17,3,39.69,7880.19,198.5,25.63,1,2,0
757.78,1,192.168.224.68,10.0.0.100,6,5,1308.95,130657.17,99.8,0.59,0,198,1
687.25,1,172.16.155.123,10.0.0.100,17,4,825.02,198005.59,240.0,3.26,0,3,1
733.02,3,192.168.13.167,10.0.0.100,6,4,1184.88,144692.58,122.1,2.17,1,3,1
763.17,3,192.168.210.78,10.0.0.100,6,5,2290.41,278031.59,121.4,1.68,0,110,1
568.79,3,10.0.0.3,10.0.0.100,17,2,71.81,37578.99,523.3,14.63,1,2,0
67.27,2,10.0.0.3,10.0.0.100,6,1,50.89,68313.27,1342.5,17.77,1,8,0
108.7,3,10.0.0.3,10.0.0.100,6,1,435.16,121009.97,278.1,24.04,1,26,0
166.54,1,10.0.0.3,10.0.0.100,6,3,56.36,11729.06,208.1,22.47,1,2,0
159.65,3,10.0.0.1,10.0.0.100,17,1,35.56,32239.09,906.5,3.62,1,25,0
739.67,2,192.168.114.61,10.0.0.100,6,4,2437.99,285173.94,117.0,1.03,0,2,1
699.91,1,172.16.9.70,10.0.0.100,17,5,346.85,27292.97,78.7,0.57,0,246,1
77.88,1,10.0.0.2,10.0.0.100,6,3,37.75,5667.06,150.1,9.52,1,2,0
656.01,1,10.0.0.3,10.0.0.100,17,2,28.92,5616.5,194.2,21.08,1,1,0
712.56,3,172.16.222.20,10.0.0.100,17,5,2510.29,627048.93,249.8,2.5,0,335,1
677.23,1,172.16.50.213,10.0.0.100,17,5,2453.49,628209.3,256.0,0.49,0,2,1
270.41,3,10.0.0.1,10.0.0.100,17,1,10.07,6833.66,678.9,23.91,1,14,0
684.01,2,172.16.133.42,10.0.0.100,17,4,2347.86,808200.3,344.2,6.57,0,194,1
720.36,1,172.16.243.167,10.0.0.100,17,4,2928.15,923223.56,315.3,1.04,0,372,1
435.1,2,10.0.0.1,10.0.0.100,17,3,103.13,81985.97,795.0,8.96,1,2,0
714.03,2,172.16.199.145,10.0.0.100,17,4,2918.94,431340.97,147.8,4.83,0,337,1
56.66,1,10.0.0.2,10.0.0.100,17,2,95.09,125775.84,1322.7,9.67,1,2,0
760.68,3,192.168.56.147,10.0.0.100,6,5,814.4,88051.89,108.1,3.14,1,32,1
201.43,3,10.0.0.3,10.0.0.100,6,3,27.41,13944.82,508.7,15.27,1,3,0
711.4,3,172.16.230.153,10.0.0.100,17,4,1287.94,375623.85,291.6,0.48,0,53,1
725.23,2,192.168.169.139,10.0.0.100,6,5,993.14,87000.14,87.6,2.9,0,231,1
354.21,1,10.0.0.3,10.0.0.100,6,2,11.43,2408.54,210.8,2.09,1,3,0
234.33,3,10.0.0.2,10.0.0.100,17,2,21.06,3922.11,186.2,14.76,1,2,0
393.82,1,10.0.0.3,10.0.0.100,17,1,531.32,142298.72,267.8,25.94,1,7,0
180.11,2,10.0.0.2,10.0.0.100,6,1,55.35,13542.8,244.7,26.92,1,38,0
228.98,3,10.0.0.3,10.0.0.100,6,3,12.57,18183.77,1446.0,29.21,1,1,0
201.01,3,10.0.0.2,10.0.0.100,17,3,45.19,3991.67,88.3,7.6,1,1,0
707.04,3,172.16.89.195,10.0.0.100,17,5,823.38,341340.47,414.6,2.61,0,395,1
667.82,1,10.0.0.3,10.0.0.100,6,2,580.13,231310.55,398.7,20.51,1,1,0
107.49,1,10.0.0.1,10.0.0.100,6,2,49.63,64578.8,1301.2,12.81,1,1,0
47.94,2,10.0.0.1,10.0.0.100,17,3,508.96,208494.03,409.6,25.02,1,2,0
763.02,1,192.168.63.205,10.0.0.100,6,5,2207.44,255993.04,116.0,4.42,0,84,1
300.77,3,10.0.0.2,10.0.0.100,17,3,37.91,7555.83,199.3,9.21,1,3,0
332.49,3,10.0.0.3,10.0.0.100,6,3,40.88,3805.06,93.1,17.01,1,2,0
197.33,1,10.0.0.2,10.0.0.100,17,3,21.47,4739.96,220.8,14.97,1,3,0
81.65,2,10.0.0.3,10.0.0.100,17,3,44.75,51612.75,1153.4,11.19,1,2,0
128.61,2,10.0.0.2,10.0.0.100,17,2,58.5,10944.36,187.1,2.72,1,2,0
627.7,2,10.0.0.3,10.0.0.100,17,2,9.06,1695.87,187.1,24.26,1,2,0
16.67,2,10.0.0.3,10.0.0.100,17,2,70.71,58539.29,827.9,16.53,1,1,0
543.57,2,10.0.0.3,10.0.0.100,17,2,536.22,311129.82,580.2,22.38,1,3,0
690.94,3,172.16.86.125,10.0.0.100,17,5,398.99,174131.5,436.4,5.6,0,42,1
738.64,3,192.168.188.161,10.0.0.100,6,5,2447.39,136985.53,56.0,2.63,0,209,1
333.72,3,10.0.0.2,10.0.0.100,6,3,11.27,1545.94,137.2,28.04,1,3,0
167.68,1,10.0.0.2,10.0.0.100,6,2,63.07,58009.83,919.8,26.97,1,1,0
605.37,3,10.0.0.2,10.0.0.100,17,1,85.13,49439.94,580.8,27.25,1,17,0
763.81,2,192.168.54.103,10.0.0.100,6,4,1258.5,90078.65,71.6,5.32,0,186,1
717.85,2,172.16.85.7,10.0.0.100,17,5,1696.18,532000.96,313.6,7.02,0,3,1
717.91,1,172.16.32.58,10.0.0.100,17,5,2721.89,250262.35,91.9,4.94,0,309,1
708.22,1,172.16.160.219,10.0.0.100,17,4,1170.26,525889.45,449.4,4.87,0,44,1
738.0,2,192.168.170.174,10.0.0.100,6,5,1780.61,191779.57,107.7,4.13,0,64,1
719.55,1,172.16.209.87,10.0.0.100,17,4,1167.3,76055.4,65.2,1.73,0,350,1
742.71,2,192.168.174.232,10.0.0.100,6,4,2178.85,262930.4,120.7,5.64,0,3,1
695.46,1,172.16.214.183,10.0.0.100,17,5,2007.16,259121.29,129.1,7.79,0,177,1
16.8,2,10.0.0.2,10.0.0.100,6,2,42.9,8964.24,208.9,24.44,1,3,0
55.53,3,10.0.0.2,10.0.0.100,6,2,30.79,1917.42,62.3,10.73,1,2,0
261.57,1,10.0.0.1,10.0.0.100,6,3,48.87,55345.98,1132.5,3.63,0,3,0
754.93,2,192.168.189.17,10.0.0.100,6,4,2001.86,167432.42,83.6,3.78,0,2,1
739.45,3,192.168.230.179,10.0.0.100,6,4,1632.79,179513.58,109.9,3.75,0,273,1
345.09,2,10.0.0.2,10.0.0.100,6,3,369.0,117259.03,317.8,9.08,1,2,0
704.37,3,172.16.7.4,10.0.0.100,17,5,714.89,319887.22,447.5,2.71,1,346,1
757.49,1,192.168.204.134,10.0.0.100,6,4,1412.06,175700.52,124.4,3.41,0,368,1
704.08,1,172.16.127.135,10.0.0.100,17,5,596.78,98437.6,164.9,1.61,1,2,1
502.6,1,10.0.0.3,10.0.0.100,6,1,36.41,43234.36,1187.4,13.01,1,20,0
182.75,2,10.0.0.1,10.0.0.100,17,2,191.37,90294.33,471.8,11.64,0,2,0
486.3,1,10.0.0.1,10.0.0.100,17,2,42.98,36623.22,852.1,3.64,1,2,0
369.1,3,10.0.0.1,10.0.0.100,6,2,39.02,52018.74,1333.2,16.01,1,3,0
716.25,3,172.16.101.178,10.0.0.100,17,5,1641.92,275847.35,168.0,5.37,0,164,1
399.79,1,10.0.0.2,10.0.0.100,6,3,188.32,136231.47,723.4,3.23,1,3,0
544.08,1,10.0.0.2,10.0.0.100,17,3,47.03,9258.64,196.9,2.03,1,1,0
372.4,1,10.0.0.1,10.0.0.100,17,2,95.35,86341.45,905.5,18.49,1,1,0
389.01,1,10.0.0.1,10.0.0.100,17,2,35.43,8620.49,243.3,26.68,1,3,0
457.97,1,10.0.0.3,10.0.0.100,6,2,71.87,53355.29,742.4,20.97,1,3,0
739.09,1,192.168.54.168,10.0.0.100,6,4,1619.6,177096.13,109.3,2.86,0,2,1
278.68,2,10.0.0.2,10.0.0.100,6,2,29.68,25243.76,850.5,16.24,1,2,0
725.58,1,192.168.98.216,10.0.0.100,6,5,439.42,55993.28,127.4,1.02,0,125,1
36.6,3,10.0.0.3,10.0.0.100,17,3,32.48,6250.18,192.4,9.76,1,2,0
138.16,2,10.0.0.2,10.0.0.100,6,2,48.98,11932.71,243.6,6.73,1,2,0
167.97,1,10.0.0.1,10.0.0.100,6,2,84.74,121478.88,1433.6,5.46,1,2,0
138.51,3,10.0.0.1,10.0.0.100,6,2,19.64,24832.82,1264.4,4.49,1,3,0
519.46,2,10.0.0.3,10.0.0.100,6,3,96.02,107381.04,1118.4,11.81,0,1,0
21.4,2,10.0.0.1,10.0.0.100,6,2,21.88,19796.72,905.0,21.52,1,2,0
682.78,3,172.16.30.159,10.0.0.100,17,5,1461.18,529347.08,362.3,2.78,0,1,1
566.75,3,10.0.0.2,10.0.0.100,17,3,56.75,11080.31,195.3,14.25,1,2,0
476.97,1,10.0.0.1,10.0.0.100,17,1,12.66,2395.75,189.2,17.66,1,14,0
526.28,3,10.0.0.2,10.0.0.100,17,3,71.23,36142.2,507.4,26.0,1,3,0
508.27,3,10.0.0.3,10.0.0.100,6,3,48.54,11851.54,244.2,7.64,1,2,0
734.34,2,192.168.21.161,10.0.0.100,6,5,1937.56,141042.4,72.8,4.94,0,330,1
222.88,3,10.0.0.3,10.0.0.100,6,1,7.11,1750.28,246.1,27.58,1,25,0
556.95,2,10.0.0.3,10.0.0.100,6,2,31.22,6559.13,210.1,27.53,1,1,0
326.16,3,10.0.0.1,10.0.0.100,6,2,111.64,88375.74,791.6,6.75,1,3,0
753.74,1,192.168.72.239,10.0.0.100,6,5,664.83,43028.74,64.7,0.68,0,332,1
718.43,3,172.16.50.129,10.0.0.100,17,4,2864.14,683712.67,238.7,6.02,0,1,1
71.42,2,10.0.0.1,10.0.0.100,17,3,60.5,43756.92,723.2,24.14,1,2,0
185.44,1,10.0.0.2,10.0.0.100,17,3,25.16,2305.53,91.6,2.65,1,1,0
90.69,1,10.0.0.2,10.0.0.100,6,2,41.78,6684.89,160.0,10.48,0,1,0
513.98,3,10.0.0.2,10.0.0.100,6,2,60.27,63307.17,1050.4,12.55,1,3,0
269.16,2,10.0.0.2,10.0.0.100,17,3,45.28,45899.85,1013.7,19.36,1,2,0
692.52,3,172.16.62.14,10.0.0.100,17,5,2406.95,553626.66,230.0,0.65,0,348,1
595.22,2,10.0.0.1,10.0.0.100,17,3,26.55,5093.15,191.8,5.27,1,2,0
713.85,2,172.16.10.164,10.0.0.100,17,5,410.16,186063.54,453.6,3.72,0,380,1
732.62,3,192.168.156.188,10.0.0.100,6,4,1811.85,221319.66,122.2,1.27,0,433,1
66.46,2,10.0.0.3,10.0.0.100,6,3,24.52,3523.84,143.7,1.54,1,1,0
127.45,3,10.0.0.3,10.0.0.100,6,3,72.57,88962.07,1225.8,14.97,1,2,0
129.73,3,10.0.0.2,10.0.0.100,17,3,50.07,49877.75,996.2,4.86,1,2,0
113.96,2,10.0.0.3,10.0.0.100,6,3,77.23,45756.06,592.4,25.14,1,1,0
80.3,1,10.0.0.1,10.0.0.100,17,2,116.62,103227.27,885.2,19.31,1,2,0
3.31,2,10.0.0.3,10.0.0.100,17,2,387.45,141469.61,365.1,18.39,0,3,0
609.72,3,10.0.0.1,10.0.0.100,6,2,334.44,220521.27,659.4,12.37,1,1,0
256.32,2,10.0.0.2,10.0.0.100,6,2,41.87,48923.64,1168.4,3.49,1,1,0
744.82,2,192.168.73.211,10.0.0.100,6,5,1902.99,184430.3,96.9,3.18,0,95,1
290.64,1,10.0.0.1,10.0.0.100,17,2,293.24,283856.23,968.0,4.15,1,1,0
642.72,1,10.0.0.3,10.0.0.100,6,2,53.7,61520.27,1145.6,6.32,1,2,0
640.3,1,10.0.0.2,10.0.0.100,6,3,27.25,15816.0,580.4,4.79,1,1,0
222.0,1,10.0.0.1,10.0.0.100,6,3,8.93,2024.7,226.8,13.58,1,3,0
192.71,2,10.0.0.1,10.0.0.100,17,1,30.65,2143.29,69.9,1.88,1,33,0
763.6,2,192.168.45.54,10.0.0.100,6,5,1673.36,118565.8,70.9,4.95,0,2,1
235.42,2,10.0.0.2,10.0.0.100,6,3,89.94,71133.88,790.9,24.96,1,3,0
268.24,2,10.0.0.1,10.0.0.100,6,2,71.32,74941.09,1050.8,8.47,1,3,0
63.2,1,10.0.0.3,10.0.0.100,17,2,206.78,208533.24,1008.5,12.99,0,3,0
31.71,1,10.0.0.3,10.0.0.100,6,2,64.34,46641.78,724.9,11.15,1,3,0
693.26,2,172.16.94.101,10.0.0.100,17,4,1324.65,632786.54,477.7,2.77,0,156,1
184.67,1,10.0.0.1,10.0.0.100,17,3,105.43,83717.26,794.1,24.02,0,2,0
760.1,1,192.168.157.117,10.0.0.100,6,4,2262.4,154050.27,68.1,3.14,0,2,1
412.07,1,10.0.0.3,10.0.0.100,17,1,42.4,23503.2,554.3,18.7,1,22,0
702.17,2,172.16.194.25,10.0.0.100,17,5,608.75,144705.76,237.7,6.75,0,1,1
544.33,2,10.0.0.1,10.0.0.100,6,1,58.14,39605.27,681.2,26.46,1,24,0
675.09,2,172.16.148.168,10.0.0.100,17,5,876.64,409869.83,467.5,7.98,0,269,1
710.58,1,172.16.113.229,10.0.0.100,17,5,1066.96,106496.0,99.8,5.27,0,330,1
318.64,3,10.0.0.2,10.0.0.100,17,2,74.51,64368.25,863.9,29.86,1,3,0
374.28,1,10.0.0.2,10.0.0.100,6,2,41.92,5422.19,129.3,12.77,0,3,0
692.75,3,172.16.220.178,10.0.0.100,17,5,2928.28,1179023.2,402.6,1.4,0,246,1
713.66,3,172.16.166.159,10.0.0.100,17,4,906.29,443319.77,489.2,4.46,0,368,1
675.34,1,172.16.255.152,10.0.0.100,17,5,1826.32,240042.89,131.4,7.42,0,319,1
112.42,1,10.0.0.3,10.0.0.100,17,2,47.08,9675.31,205.5,1.05,1,1,0
462.75,1,10.0.0.1,10.0.0.100,6,3,90.62,58941.97,650.4,8.0,1,2,0
657.72,3,10.0.0.3,10.0.0.100,6,3,36.29,25411.2,700.3,1.61,1,3,0
279.51,2,10.0.0.2,10.0.0.100,17,1,6.26,421.07,67.3,29.84,1,31,0
633.45,2,10.0.0.1,10.0.0.100,6,3,23.95,3098.43,129.4,29.06,1,3,0
741.58,1,192.168.207.153,10.0.0.100,6,5,1586.4,109044.8,68.7,2.83,0,303,1
147.95,3,10.0.0.2,10.0.0.100,6,3,32.98,3043.24,92.3,2.56,1,1,0
751.12,1,192.168.154.202,10.0.0.100,6,5,2210.99,123150.66,55.7,4.74,0,148,1
429.15,1,10.0.0.1,10.0.0.100,17,2,26.53,4456.67,168.0,17.97,1,2,0
771.04,2,192.168.227.68,10.0.0.100,6,4,211.61,27878.09,131.7,0.28,0,129,1
